wheel,level,kannada,roman,english,literal,sthayi,also,note,notes,song,by,source,yt,start
odalu,1,ದಿಗಿಲು,digilu,dread,,,ಆತಂಕ|ātaṅka|anxiety ;; ತಳಮಳ|taḷamaḷa|churn ;; ಭೀತಿ|bhīti|terror,The chest reacting before you do.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ದಿಗಿಲು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ದೆನ್ನಾನ ದೆನ್ನಾನ,ಅನೂಪ್ ಭಂಡಾರಿ,ರಂಗಿತರಂಗ · 2015,oepLylgqSKU,20
odalu,2,ಎದೆ ಡವಡವ,ede ḍavaḍava,thudding fear,the chest goes thud-thud,,,Anticipatory: the fear of a thing you can see coming.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಎದೆ ಡವಡವ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕರ್ಮ ಥೀಮ್,,ಯು ಟರ್ನ್,MSW9ZhgAM2Y,28
odalu,2,ಎದೆ ಝಲ್,ede jhal,the jolt of alarm,"the chest goes cold, once",,,"A single event, not a state. There is no English noun for the one jolt.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಎದೆ ಝಲ್’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ರಾ ರಾ ಸರಸಕು,ಗುರುಕಿರಣ್ · ರಾಜೇಶ್ ನಂದಿತಾ,ಆಪ್ತಮಿತ್ರ · 2004,ReeQgwpRO88,47
odalu,1,ಹೆಮ್ಮೆ,hemme,pride,,,"ಅಭಿಮಾನ|abhimāna|pride as loyalty ;; ಗರ್ವ|garva|pride, tipping toward vanity ;; ಅಹಂಕಾರ|ahaṅkāra|the pride that has gone bad ;; ಗತ್ತು|gattu|swagger",The chest filling.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೆಮ್ಮೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹುಟ್ಟಿದರೆ ಕನ್ನಡ ನಾಡಲ್ಲಿ ಹುಟ್ಟಬೇಕು,ಹಂಸಲೇಖ · ರಾಜಕುಮಾರ್,ಆಕಸ್ಮಿಕ · 1993,dSqQkqqq8fM,47
odalu,2,ಎದೆ ತುಂಬು,ede tumbu,pride on someone's behalf,the chest fills,,,Said watching someone you raised do well. Not self-pride: English needs a whole clause.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಎದೆ ತುಂಬು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಾವಾಡುವ ನುಡಿಯೇ ಕನ್ನಡ ನುಡಿ,,ಗಂಧದ ಗುಡಿ,R3ogWZ_VBx0,28
odalu,2,ಎದೆಯುಬ್ಬು,edeyubbu,swelling pride,the chest swells,,,"One degree louder, and faintly comic if you use it about yourself.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಎದೆಯುಬ್ಬು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹಚ್ಚೇವು ಕನ್ನಡದ ದೀಪ,,ಕನ್ನಡ ಗೀತೆ,BqHtPNjmwD0,28
odalu,1,ಸಂಕಟ,saṅkaṭa,anguish,,,ತಳಮಳ|taḷamaḷa|churn ;; ಒದ್ದಾಟ|oddāṭa|thrashing about ;; ಪರದಾಟ|paradāṭa|floundering,The chest closing.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಸಂಕಟ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನೀ ಹೀಂಗ ನೋಡಬ್ಯಾಡ ನನ್ನ,ಸಿ. ಅಶ್ವತ್ಥ್,ದ.ರಾ. ಬೇಂದ್ರೆ,L4f3c63uSkU,33
odalu,2,ಎದೆ ಭಾರ,ede bhāra,the weight before weeping,the chest is heavy,,,"The state just before tears, named as a load rather than a mood.",,,,,,
odalu,2,ಉಸಿರುಗಟ್ಟು,usirugaṭṭu,suffocation,the breath is blocked,,,"Used for a room, a marriage and a job. Nobody hears it as metaphor.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉಸಿರುಗಟ್ಟು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಉಸಿರೇ ಉಸಿರೇ,,ಹುಚ್ಚ,Ukk2pr5inBA,28
odalu,0,ಹೊಟ್ಟೆ,hoṭṭe,belly,,,,"Appetite and envy. Kannada is unembarrassed about siting the ugly feelings in the stomach, and says them out loud.",ಹಸಿವು ಮತ್ತು ಹೊಟ್ಟೆಯ ದೇಹಾನುಭವವನ್ನು ಹಾಸ್ಯದ ಮೂಲಕ ತಕ್ಷಣ ಗುರುತಿಸಬಹುದಾಗಿಸುತ್ತದೆ.,ಬೊಂಡ ನಾ ಬಜ್ಜಿ ನಾ,,ಕೋತಿಗಳು ಸಾರ್ ಕೋತಿಗಳು,63rWWFGLMMQ,34
odalu,1,ಹೊಟ್ಟೆಕಿಚ್ಚು,hoṭṭe-kiccu,envy,,,"ಅಸೂಯೆ|asūye|envy ;; ಮಾತ್ಸರ್ಯ|mātsarya|envious rivalry ;; ಕರುಬು|karubu|to begrudge, to smoulder ;; ಹೊಟ್ಟೆಯುರಿ|hoṭṭeyuri|the burn of being wronged","Belly-fire. Envy located precisely in the stomach, and said out loud: everyone knows which organ is burning.",,,,,,
odalu,2,ಅಸೂಯೆ,asūye,"envy, formally",,,,"Envy named directly, without the belly. Used in writing and in speech alike.",,,,,,
odalu,2,ಕರುಬು,karubu,to begrudge,to smoulder,,,Native verb. The low-grade continuous version of the same fire.,,,,,,
odalu,1,ಹೊಟ್ಟೆಯುರಿ,hoṭṭeyuri,burning resentment,,,,"Distinct from envy: the heat of having been wronged, not of wanting what another has.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೊಟ್ಟೆಯುರಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಜಗವೇ ಒಂದು ರಣರಂಗ,ಹಂಸಲೇಖ · ಶಿವರಾಜ್‌ಕುಮಾರ್,ರಣರಂಗ · 1988,MpzlmO8OLH8,25
odalu,2,ಅಸಮಾಧಾನ,asamādhāna,discontent,,,,'Un-settledness': a grievance nobody talked down.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಅಸಮಾಧಾನ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾರೇ ಕೂಗಾಡಲಿ ಊರೇ ಹೋರಾಡಲಿ,ಜಿ.ಕೆ. ವೆಂಕಟೇಶ್ · ರಾಜಕುಮಾರ್,ಸಂಪತ್ತಿಗೆ ಸವಾಲ್ · 1974,3VkLPCrDB6c,20
odalu,2,ಮತ್ಸರ,matsara,rivalrous spite,,,,Revenge is not sited in the belly. Spite is.,‘ಸೇಡನು ಬಿಡಲಿಲ್ಲ’ ಎಂಬ ಘೋಷವೇ ಪ್ರತೀಕಾರದ ಕೇಂದ್ರ; ಹಾಡಿನ ವಕ್ತೃ ಸೇಡಿನೊಳಗೇ ಬದುಕುತ್ತಾನೆ.,,,,,
odalu,1,ತೃಪ್ತಿ,tṛpti,satiety,,,ಸಂತೃಪ್ತಿ|santṛpti|full satisfaction ;; ತಣಿವು|taṇivu|slaked ;; ಸಮಾಧಾನ|samādhāna|settledness,The belly at rest.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತೃಪ್ತಿ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಆದದ್ದೆಲ್ಲ ಒಳಿತೇ ಆಯಿತು,,ಪುರಂದರದಾಸರ ಪದ,duJPkITAj6Q,32
odalu,2,ಹೊಟ್ಟೆ ತುಂಬು,hoṭṭe tumbu,enough,the belly is full,,,Used far past food: a full belly is the standard image for having had sufficient of anything.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೊಟ್ಟೆ ತುಂಬು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಸಂತೋಷಕ್ಕೆ ಹಾಡು ಸಂತೋಷಕ್ಕೆ,,ಗೀತಾ,neLfupVwObI,39
odalu,2,ತಣಿವು,taṇivu,slaked,cooling,,,Satisfaction as cooling rather than filling: the other half of how Kannada thinks about want.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತಣಿವು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಹಾಯಾಗಿದೆ ದಿನ ಮನ,,ತಾಯಿ ದೇವರು,p-V14XUHV_0,28
odalu,1,ದುರಾಸೆ,durāse,greed,,,,ಆಸೆ is desire and is morally neutral; the prefix does all the work.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ದುರಾಸೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕುರುಡು ಕಾಂಚಾಣ ಕುಣಿಯುತಲಿತ್ತು,ಸಿ. ಅಶ್ವತ್ಥ್,ದ.ರಾ. ಬೇಂದ್ರೆ,HKPetWFxqZM,43
odalu,2,ಹೊಟ್ಟೆಬಾಕ,hoṭṭe-bāka,glutton,belly-eater,,,An insult about appetite that transfers cleanly to money and power.,,,,,,
odalu,2,ಆಸೆಬುರುಕ,āseburuka,grasping,full of wanting,,,The -ಬುರುಕ suffix makes any noun into a person overfull of it.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಆಸೆಬುರುಕ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಒಂದೇ ಒಂದು ಆಸೆಯು,,ಚಿತ್ರಗೀತೆ,gXE3KK0mOeI,28
odalu,1,ವಾಕರಿಕೆ,vākarike,revulsion,,,,The belly rejecting.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ವಾಕರಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಆಚಾರವಿಲ್ಲದ ನಾಲಿಗೆ,ಆರತಿ,ಪುರಂದರದಾಸ · ಉಪಾಸನೆ · 1974,VhSeotVnR08,20
odalu,2,ಹೊಟ್ಟೆ ತೊಳಸು,hoṭṭe toḷasu,the stomach stirs,the stomach is stirred,,,"Moral disgust and physical nausea in one phrase, with no marker between them.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಹೊಟ್ಟೆ ತೊಳಸು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮಾಡಿ ಮಾಡಿ ಕೆಟ್ಟರು ಮನವಿಲ್ಲದೆ,ಕೂಡಲಸಂಗಮ ದೃಶ್ಯರೂಪಕ,ಬಸವಣ್ಣ · ವಚನ,WouMhm9UMkU,30
odalu,2,ಹೇಸಿಗೆ,hēsige,loathing,filth,,ಅಸಹ್ಯ|asahya|disgust ;; ಕೊಳಕು|koḷaku|dirt ;; ಜುಗುಪ್ಸೆ|jugupse|revulsion,The moral and the physical are the same word.,,,,,,
odalu,0,ಕರುಳು,karuḷu,gut,,,,"The most untranslatable seat. In Kannada the gut is the organ of kinship, your child is your ಕರುಳ ಬಳ್ಳಿ, your gut-vine, so every feeling sited here is about your own people.",ಕರುಣೆ ಮತ್ತು ಒಳಮರುಕವನ್ನು ಪ್ರಾರ್ಥನೆಯ ಗಂಭೀರತೆಯಲ್ಲಿ ಹಿಡಿಯುತ್ತದೆ.,ಕರುಣಾಳು ಬಾ ಬೆಳಕೆ,ಮೈಸೂರು ಅನಂತಸ್ವಾಮಿ · ಬಿ.ಆರ್. ಛಾಯಾ,ಬಿ.ಎಂ. ಶ್ರೀಕಂಠಯ್ಯ,giYhVJBhKXU,35
odalu,1,ಕನಿಕರ,kanikara,compassion,,,"ಅನುಕಂಪ|anukampa|fellow-feeling ;; ಮರುಕ|maruka|pity, ruth ;; ಕರುಣೆ|karuṇe|mercy ;; ದಯೆ|daye|kindness",What the gut does when it sees suffering.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕನಿಕರ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬ್ರಹ್ಮ ವಿಷ್ಣು ಶಿವ ಎದೆ ಹಾಲು ಕುಡಿದರೋ,,ಎಕ್ಸ್‌ಕ್ಯೂಸ್ ಮಿ,klZyF45XGgQ,32
odalu,2,ಕರುಳು ಚುರುಕ್,karuḷu curuk,the pang of pity,the gut stings,,,"Involuntary, on seeing a child or an animal in distress. Pity is a judgement; this is a reflex.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕರುಳು ಚುರುಕ್’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಅಲ್ಲೊಂದು ಲೋಕ ಉಂಟು,,ತಾಯಿಯ ಮಡಿಲಲ್ಲಿ,CD7JzFAOGbU,28
odalu,2,ಮರುಕ,maruka,"pity, ruth",turning back toward,,,'Turning back toward': pity as the movement of turning to look again at someone.,,,,,,
odalu,1,ಮರುಗು,maragu,grieving for another,,,,ಮರುಗು is a native verb with no exact English partner: to ache on someone else's account. The gut under strain.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮರುಗು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನೀನೇ ಸಾಕಿದ ಗಿಣಿ,,ಮಾನಸ ಸರೋವರ,ZjNABpeGfwA,32
odalu,2,ಕರುಳು ಹಿಂಡು,karuḷu hiṇḍu,wrung with pity,the gut is wrung,,,The image is wringing a wet cloth. Used for watching suffering you cannot stop.,,,,,,
odalu,2,ತಳಮಳ,taḷamaḷa,churn,,,,The word for boiling liquid and for a mind that will not settle.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ತಳಮಳ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಈ ಸಂಜೆ ಯಾಕಾಗಿದೆ,ಮನೋಮೂರ್ತಿ · ಸೋನು ನಿಗಮ್,ಗೆಳೆಯ · 2007,-1TEJkzEgYc,40
odalu,1,ಅಗಲಿಕೆ,agalike,"loss, parting",,,,The gut torn.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಅಗಲಿಕೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಯಾವ ಮೋಹನ ಮುರಳಿ ಕರೆಯಿತು,ಸಿ. ಅಶ್ವತ್ಥ್,ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ · ಅಮೆರಿಕ ಅಮೆರಿಕ,iaNgco2oRUs,35
odalu,2,ಕರುಳು ಕಿತ್ತು ಬರು,karuḷu kittu baru,losing your own,the gut tears loose,,,Kept for the death of a child or parent. Using it lightly would be shocking.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಕರುಳು ಕಿತ್ತು ಬರು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬಾಳುವಂತ ಹೂವೇ ಬಾಡುವಾಸೆ ಏಕೆ,ಉಪೇಂದ್ರ ಕುಮಾರ್ · ರಾಜಕುಮಾರ್,ಆಕಸ್ಮಿಕ · 1993,BOoWZEhCh8s,40
odalu,2,ಉಮ್ಮಳ,ummaḷa,grief welling up,a swelling from below,,,"Names the swell, not the weeping.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಉಮ್ಮಳ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನಮ್ಮೂರ ಮಂದಾರ ಹೂವೇ,,ಆಲೆಮನೆ,ySRGK6PVz3Q,28
odalu,1,ಮಮತೆ,mamate,attachment-love,,,,The gut as a tie.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮಮತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಕೃಷ್ಣ ನೀ ಬೇಗನೆ ಬಾರೋ,,ವ್ಯಾಸತೀರ್ಥರ ಪದ,FyyBu8WyX3A,32
odalu,2,ಕರುಳ ಬಳ್ಳಿ,karuḷa baḷḷi,one's own child,the gut-vine,,,The umbilical cord as a creeper. English has no everyday phrase saying kinship is physical.,,,,,,
odalu,2,ವಾತ್ಸಲ್ಯ,vātsalya,downward tenderness,the feeling toward a calf,,ಮಮತೆ|mamate|attachment-love ;; ಅಕ್ಕರೆ|akkare|fondness ;; ಕಕ್ಕುಲತೆ|kakkulate|anxious tenderness,Flows one way only: elder to younger. English 'love' has no direction; this word is nothing but direction.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ವಾತ್ಸಲ್ಯ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಬಾನ ದಾರಿಯಲ್ಲಿ ಸೂರ್ಯ ಜಾರಿ ಹೋದ,,ಭಾಗ್ಯದ ಲಕ್ಷ್ಮಿ ಬಾರಮ್ಮ,keMpTLBzX50,28
odalu,0,ಮನಸ್ಸು,manassu,mind,,,,"The general seat, and the only one that is not an organ you could point to. Everything a body does, the ಮನಸ್ಸು does: it fills, shrinks, lightens, opens.",ಒಳಗಿನ ಅಶಾಂತಿ ಮತ್ತು ಅಳಲಿಗೆ ಕನ್ನಡಿಗರಿಗೆ ತಕ್ಷಣ ಪರಿಚಿತವಾದ ರೂಪಕ.,ಕಾಣದ ಕಡಲಿಗೆ ಹಂಬಲಿಸಿದೆ ಮನ,ಸಿ. ಅಶ್ವತ್ಥ್,ಜಿ.ಎಸ್. ಶಿವರುದ್ರಪ್ಪ,n66FGCYtWBc,44
odalu,1,ನೋವು,nōvu,hurt,,,"ಬೇನೆ|bēne|ache, ailment ;; ಯಾತನೆ|yātane|torment ;; ಬಾಧೆ|bādhe|affliction",ನೋವು is bodily and emotional pain with no distinction at all.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ನೋವು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ನೀನಿರದೆ,,ಗೂಗ್ಲಿ,g5O5ufz8w34,32
odalu,2,ಮನಸ್ಸಿಗೆ ನೋವು,manassige nōvu,being wounded,pain to the mind,,,The ordinary way to say someone hurt you.,ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಸ್ಸಿಗೆ ನೋವು’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮಳೆ ನಿಂತು ಹೋದ ಮೇಲೆ,,ಮಿಲನ,P5-vLnColQc,28
odalu,2,ಮನಸ್ತಾಪ,manastāpa,a falling-out,mind-heat,,,"Between two people who were close. Not anger, not grief: the cooled residue that keeps them apart.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಮನಸ್ತಾಪ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಮರೆಯದೆ ಕ್ಷಮಿಸು,,ಕನ್ನಡ ಚಿತ್ರಗೀತೆ,rPds_vgFFIw,28
odalu,1,ಖಿನ್ನತೆ,khinnate,lowness,,,,"The clinical word, and recent. Older Kannada said ಮನಸ್ಸು ಕುಗ್ಗಿದೆ: the mind has shrunk.",ಪಲ್ಲವಿಯ ಭಾವ ಮತ್ತು ಹಾಡಿನ ಸಂದರ್ಭ ‘ಖಿನ್ನತೆ’ ಎಂಬ ಸೂಕ್ಷ್ಮತೆಗೆ ಹತ್ತಿರವಾಗಿವೆ; ದೀರ್ಘ ಪ್ರಸ್ತಾವನೆಯ ಬದಲು ಮುಖ್ಯ ಹಿಡಿತದಿಂದ ಕೇಳಿ.,ಒಂದೇ ಸಮನೆ ನಿಟ್ಟುಸಿರು,,ಗಾಳಿಪಟ,tVWtj9bTomg,32
